algorithm,k,c,d,i,ari,obj,t
gmm_hg_oas,10,-0.1,30,12,0.194622552,-111.6254791,36.40945469
gmm_ledoitwolf,10,-0.1,30,12,0.141018649,-113.4325868,0.272593375
gmm_ms_ledoitwolf,10,-0.1,30,12,0.242096332,-112.4865867,146.8506757
gmm_rs_ledoitwolf,10,-0.1,30,12,0.124220557,-112.3649905,24.33594562
gmm_hg_ledoitwolf,10,-0.1,30,12,0.276767695,-111.7972756,51.6679806
kmeans,10,-0.1,30,13,0.324184033,3.91E+06,0.011170092
kmeans_ms,10,-0.1,30,13,0.386330963,3.89E+06,5.194740148
kmeans_rs,10,-0.1,30,13,0.382762211,3.88E+06,1.608355004
kmeans_hg,10,-0.1,30,13,0.398403263,3.88E+06,2.216276233
gmm,10,-0.1,30,13,0.092575402,-107.7051949,0.144029261
gmm_ms,10,-0.1,30,13,0.143663889,-103.5878192,84.46621625
gmm_rs,10,-0.1,30,13,0.00310401,-97.16053889,13.77882175
gmm_hg,10,-0.1,30,13,0.002981313,-97.0311042,20.83288363
gmm_shrunk,10,-0.1,30,13,0.134593395,-114.0694253,0.195626521
gmm_ms_shrunk,10,-0.1,30,13,0.257363168,-113.2658489,91.54073676
gmm_rs_shrunk,10,-0.1,30,13,0.344398884,-112.95925,23.06930301
gmm_hg_shrunk,10,-0.1,30,13,0.486283731,-112.3821787,37.24157898
gmm_oas,10,-0.1,30,13,0.113742079,-113.2280946,0.233058469
gmm_ms_oas,10,-0.1,30,13,0.181757547,-112.6329936,88.93411449
gmm_rs_oas,10,-0.1,30,13,0.096517954,-112.0003896,16.60997268
gmm_hg_oas,10,-0.1,30,13,0.181502696,-112.0977745,28.71972409
gmm_ledoitwolf,10,-0.1,30,13,0.122261691,-113.48914,0.310819796
gmm_ms_ledoitwolf,10,-0.1,30,13,0.277933386,-112.6488085,141.4690702
gmm_rs_ledoitwolf,10,-0.1,30,13,0.173768722,-112.6888331,14.03203763
gmm_hg_ledoitwolf,10,-0.1,30,13,0.198771821,-112.4063792,31.37120147
kmeans,10,-0.1,30,14,0.506553053,3.63E+06,0.01441387
kmeans_ms,10,-0.1,30,14,0.554278234,3.61E+06,3.430281783
kmeans_rs,10,-0.1,30,14,0.566015371,3.61E+06,1.071002827
kmeans_hg,10,-0.1,30,14,0.558168632,3.61E+06,1.59213353
gmm,10,-0.1,30,14,0.206010373,-110.905772,0.166303533
gmm_ms,10,-0.1,30,14,0.061788234,-102.1754312,79.03679848
gmm_rs,10,-0.1,30,14,0.007148348,-96.22177607,13.61149204
gmm_hg,10,-0.1,30,14,0.004366972,-96.95206257,16.07437865
gmm_shrunk,10,-0.1,30,14,0.234899998,-112.9463546,0.099643875
gmm_ms_shrunk,10,-0.1,30,14,0.260856641,-112.2244795,80.80876349
gmm_rs_shrunk,10,-0.1,30,14,0.370729841,-111.8769061,21.06302111
gmm_hg_shrunk,10,-0.1,30,14,0.481223413,-111.6722226,32.61019211
gmm_oas,10,-0.1,30,14,0.236010395,-112.4628606,0.13594893
gmm_ms_oas,10,-0.1,30,14,0.259979141,-111.3342389,82.93859522
gmm_rs_oas,10,-0.1,30,14,0.235589681,-110.9019935,25.75711171
gmm_hg_oas,10,-0.1,30,14,0.36078125,-110.7904997,35.27984499
gmm_ledoitwolf,10,-0.1,30,14,0.244910487,-112.4842176,0.307362753
gmm_ms_ledoitwolf,10,-0.1,30,14,0.245639729,-111.400094,144.6065406
gmm_rs_ledoitwolf,10,-0.1,30,14,0.22464077,-111.3503886,30.94275893
gmm_hg_ledoitwolf,10,-0.1,30,14,0.260838391,-110.9756676,37.25143629
kmeans,10,-0.1,30,15,0.454202171,3.99E+06,0.018134502
kmeans_ms,10,-0.1,30,15,0.516717797,3.96E+06,10.00580767
kmeans_rs,10,-0.1,30,15,0.545924407,3.96E+06,4.348183543
kmeans_hg,10,-0.1,30,15,0.53540268,3.96E+06,4.079234399
gmm,10,-0.1,30,15,0.159285145,-106.1479958,0.231762826
gmm_ms,10,-0.1,30,15,0.135284841,-104.2944085,74.72872217
gmm_rs,10,-0.1,30,15,0.003440238,-96.87643746,13.75250123
gmm_hg,10,-0.1,30,15,0.004682048,-96.99691561,75.57095488
gmm_shrunk,10,-0.1,30,15,0.24674847,-113.365815,0.328874682
gmm_ms_shrunk,10,-0.1,30,15,0.358887032,-112.9908911,78.66727049
gmm_rs_shrunk,10,-0.1,30,15,0.407765548,-112.6680453,18.5324588
gmm_hg_shrunk,10,-0.1,30,15,0.658173745,-111.5517576,32.13391279
gmm_oas,10,-0.1,30,15,0.190098109,-112.6531529,0.260439513
gmm_ms_oas,10,-0.1,30,15,0.30413199,-112.3341102,78.05967178
gmm_rs_oas,10,-0.1,30,15,0.236854725,-111.646731,25.50711918
gmm_hg_oas,10,-0.1,30,15,0.29712627,-111.5141223,28.5871907
gmm_ledoitwolf,10,-0.1,30,15,0.180688161,-112.9687563,0.355100529
gmm_ms_ledoitwolf,10,-0.1,30,15,0.355086189,-112.3543432,129.607007
gmm_rs_ledoitwolf,10,-0.1,30,15,0.242737101,-112.0347863,33.94357803
gmm_hg_ledoitwolf,10,-0.1,30,15,0.134640725,-111.9849771,39.09529352
kmeans,10,-0.1,30,16,0.248185835,5.15E+06,0.017497411
kmeans_ms,10,-0.1,30,16,0.365489461,5.05E+06,9.883029508
kmeans_rs,10,-0.1,30,16,0.372218803,5.04E+06,1.623215047
kmeans_hg,10,-0.1,30,16,0.403811205,5.04E+06,3.258656249
gmm,10,-0.1,30,16,0.03585459,-110.7242576,0.11754622
gmm_ms,10,-0.1,30,16,0.166286801,-105.3494245,95.06445855
gmm_rs,10,-0.1,30,16,0.045417286,-98.84912404,15.32960992
gmm_hg,10,-0.1,30,16,0.044174682,-99.18411625,97.16705611
gmm_shrunk,10,-0.1,30,16,0.080683841,-115.913373,0.106135273
gmm_ms_shrunk,10,-0.1,30,16,0.34897614,-114.1616579,72.71159958
gmm_rs_shrunk,10,-0.1,30,16,0.610845739,-113.129727,19.98080958
gmm_hg_shrunk,10,-0.1,30,16,0.745331892,-112.3278252,27.3356964
gmm_oas,10,-0.1,30,16,0.05425811,-115.127353,0.081647101
gmm_ms_oas,10,-0.1,30,16,0.233527217,-113.6125857,66.96713291
gmm_rs_oas,10,-0.1,30,16,0.046073213,-113.4783844,8.408405815
gmm_hg_oas,10,-0.1,30,16,0.402200752,-112.284947,23.61582222
gmm_ledoitwolf,10,-0.1,30,16,0.058748877,-115.3599944,0.142607952
gmm_ms_ledoitwolf,10,-0.1,30,16,0.386739899,-113.9350448,92.71610277
gmm_rs_ledoitwolf,10,-0.1,30,16,0.174645178,-114.1196805,25.87695081
gmm_hg_ledoitwolf,10,-0.1,30,16,0.475447427,-113.264333,45.96070926
kmeans,10,-0.1,30,17,0.385512482,4.02E+06,0.016912538
kmeans_ms,10,-0.1,30,17,0.439560989,3.99E+06,9.727199967
kmeans_rs,10,-0.1,30,17,0.468376793,3.99E+06,2.887178254
kmeans_hg,10,-0.1,30,17,0.465920678,3.99E+06,3.232214745
gmm,10,-0.1,30,17,0.154217658,-110.3912662,0.1622234
gmm_ms,10,-0.1,30,17,0.045987836,-104.4985914,74.04510743
gmm_rs,10,-0.1,30,17,0.00377268,-97.26500058,12.42944614
gmm_hg,10,-0.1,30,17,0.002489744,-97.74137096,17.74931568
gmm_shrunk,10,-0.1,30,17,0.245812708,-114.0376756,0.18367342
gmm_ms_shrunk,10,-0.1,30,17,0.319857511,-113.7443844,77.12212072
gmm_rs_shrunk,10,-0.1,30,17,0.332024406,-113.4182085,23.82095339
gmm_hg_shrunk,10,-0.1,30,17,0.482775753,-112.8243204,32.63639348
gmm_oas,10,-0.1,30,17,0.195409988,-113.7033695,0.187903578
gmm_ms_oas,10,-0.1,30,17,0.2749612,-112.6697235,78.6468969
gmm_rs_oas,10,-0.1,30,17,0.093355875,-112.3705161,13.65452948
gmm_hg_oas,10,-0.1,30,17,0.154645758,-112.2819804,30.19491335
gmm_ledoitwolf,10,-0.1,30,17,0.212847911,-113.8235576,0.31187446
gmm_ms_ledoitwolf,10,-0.1,30,17,0.295503103,-112.8594684,133.4363978
gmm_rs_ledoitwolf,10,-0.1,30,17,0.114522327,-112.5042423,33.54934121
gmm_hg_ledoitwolf,10,-0.1,30,17,0.192238579,-112.4541866,56.43642501
kmeans,10,-0.1,30,18,0.322152452,4.78E+06,0.014414555
kmeans_ms,10,-0.1,30,18,0.374371665,4.75E+06,4.000893367
kmeans_rs,10,-0.1,30,18,0.373911772,4.75E+06,1.183309827
kmeans_hg,10,-0.1,30,18,0.414317821,4.75E+06,1.007696652
gmm,10,-0.1,30,18,0.128164327,-111.755807,0.172062534
gmm_ms,10,-0.1,30,18,0.07660646,-105.4328262,78.20159582
gmm_rs,10,-0.1,30,18,0.001601685,-99.90333746,8.827079113
gmm_hg,10,-0.1,30,18,0.00400211,-99.55660304,20.1052623
gmm_shrunk,10,-0.1,30,18,0.185526437,-116.4421031,0.151832514
gmm_ms_shrunk,10,-0.1,30,18,0.258000036,-115.9838307,79.22387615
gmm_rs_shrunk,10,-0.1,30,18,0.341177888,-115.4641664,16.69369319
gmm_hg_shrunk,10,-0.1,30,18,0.485990162,-115.1053262,24.47625398
gmm_oas,10,-0.1,30,18,0.17504171,-115.6653904,0.190917053
gmm_ms_oas,10,-0.1,30,18,0.243393015,-114.9958565,81.04428163
gmm_rs_oas,10,-0.1,30,18,0.189974681,-114.5349086,21.62961517
gmm_hg_oas,10,-0.1,30,18,0.293308315,-114.4018281,30.43679993
gmm_ledoitwolf,10,-0.1,30,18,0.17987367,-115.938409,0.308677054
gmm_ms_ledoitwolf,10,-0.1,30,18,0.248273865,-115.1211595,133.1508756
gmm_rs_ledoitwolf,10,-0.1,30,18,0.164038737,-114.9968155,31.50610304
gmm_hg_ledoitwolf,10,-0.1,30,18,0.185019922,-114.9535104,44.50690906
kmeans,10,-0.1,30,19,0.301632186,3.38E+06,0.018712014
kmeans_ms,10,-0.1,30,19,0.474633668,3.34E+06,10.04485062
kmeans_rs,10,-0.1,30,19,0.464586817,3.33E+06,4.118980334
kmeans_hg,10,-0.1,30,19,0.484856885,3.33E+06,3.15511954
gmm,10,-0.1,30,19,0.092202335,-107.8450595,0.188458262
gmm_ms,10,-0.1,30,19,0.172535285,-103.0680829,77.61441644
gmm_rs,10,-0.1,30,19,0.001475484,-95.20150202,12.6231964
gmm_hg,10,-0.1,30,19,0.002379572,-95.97592825,15.57277746
gmm_shrunk,10,-0.1,30,19,0.112654633,-111.8204476,0.349562271
gmm_ms_shrunk,10,-0.1,30,19,0.202300827,-111.3169522,82.39033188
gmm_rs_shrunk,10,-0.1,30,19,0.191970829,-111.3003205,18.19034428
gmm_hg_shrunk,10,-0.1,30,19,0.379096891,-110.6280345,23.469036
gmm_oas,10,-0.1,30,19,0.10247404,-111.2410302,0.179919144
gmm_ms_oas,10,-0.1,30,19,0.191104523,-110.4952522,80.69704338
gmm_rs_oas,10,-0.1,30,19,0.176058776,-109.8544821,23.14177457
gmm_hg_oas,10,-0.1,30,19,0.17977097,-109.696928,33.62342987
gmm_ledoitwolf,10,-0.1,30,19,0.106625973,-111.383278,0.270896242
gmm_ms_ledoitwolf,10,-0.1,30,19,0.19537198,-110.6701941,140.3441762
gmm_rs_ledoitwolf,10,-0.1,30,19,0.109427594,-110.0985688,41.22209006
gmm_hg_ledoitwolf,10,-0.1,30,19,0.151764385,-110.1333396,33.7624689
kmeans,10,-0.1,30,20,0.39041922,3.86E+06,0.009038932
kmeans_ms,10,-0.1,30,20,0.473838032,3.83E+06,7.31403912
kmeans_rs,10,-0.1,30,20,0.475401192,3.83E+06,2.243012251
kmeans_hg,10,-0.1,30,20,0.477915533,3.83E+06,2.651145164
gmm,10,-0.1,30,20,0.235613632,-108.0368633,0.337037467
gmm_ms,10,-0.1,30,20,0.133456132,-103.7613968,84.40700536
gmm_rs,10,-0.1,30,20,0.002493759,-97.19160843,11.08770236
gmm_hg,10,-0.1,30,20,0.00209745,-97.39006372,23.2485839
gmm_shrunk,10,-0.1,30,20,0.329546623,-113.3264402,0.228136503
gmm_ms_shrunk,10,-0.1,30,20,0.252435664,-113.0000511,86.99237156
gmm_rs_shrunk,10,-0.1,30,20,0.378179521,-112.8418933,23.90296331
gmm_hg_shrunk,10,-0.1,30,20,0.508857395,-112.1240652,31.17276317
gmm_oas,10,-0.1,30,20,0.273459637,-112.5210496,0.25614705
gmm_ms_oas,10,-0.1,30,20,0.179115799,-112.2532968,86.45044565
gmm_rs_oas,10,-0.1,30,20,0.278643959,-111.6015326,8.078524662
gmm_hg_oas,10,-0.1,30,20,0.366630188,-111.3001749,29.06920862
gmm_ledoitwolf,10,-0.1,30,20,0.257410551,-112.717501,0.369970174
gmm_ms_ledoitwolf,10,-0.1,30,20,0.263660358,-112.1851114,144.4766301
gmm_rs_ledoitwolf,10,-0.1,30,20,0.261115452,-111.9214257,25.07121704
gmm_hg_ledoitwolf,10,-0.1,30,20,0.280150972,-111.6526583,51.31483154
kmeans,10,-0.1,40,1,0.26108353,8.11E+06,0.010425295
kmeans_ms,10,-0.1,40,1,0.310046481,8.02E+06,17.40714685
kmeans_rs,10,-0.1,40,1,0.201312979,7.97E+06,6.156277928
kmeans_hg,10,-0.1,40,1,0.206886145,7.96E+06,2.765132634
gmm,10,-0.1,40,1,0.054406849,-148.9034436,0.264875264
gmm_ms,10,-0.1,40,1,0.02510802,-132.3356677,142.9937986
gmm_rs,10,-0.1,40,1,0.031431179,-124.6911392,14.02622538
gmm_hg,10,-0.1,40,1,0.028536826,-123.5341958,17.52336777
gmm_shrunk,10,-0.1,40,1,0.070824767,-154.0434699,0.299726003
gmm_ms_shrunk,10,-0.1,40,1,0.136507337,-153.4338113,113.4088965
gmm_rs_shrunk,10,-0.1,40,1,0.134395551,-152.9815743,24.22211127
gmm_hg_shrunk,10,-0.1,40,1,0.343831004,-151.537273,40.30081035
gmm_oas,10,-0.1,40,1,0.055937979,-152.7376833,0.204839793
gmm_ms_oas,10,-0.1,40,1,0.026695488,-151.6740699,97.3261342
gmm_rs_oas,10,-0.1,40,1,0.027931824,-150.6579236,16.78755802
gmm_hg_oas,10,-0.1,40,1,0.129839239,-150.2225107,22.66674072
gmm_ledoitwolf,10,-0.1,40,1,0.06118757,-153.6309173,0.314711695
gmm_ms_ledoitwolf,10,-0.1,40,1,0.031015727,-152.1540611,122.888045
gmm_rs_ledoitwolf,10,-0.1,40,1,0.029046595,-151.1647278,31.57751283
gmm_hg_ledoitwolf,10,-0.1,40,1,0.110468141,-151.0878765,35.78751978
kmeans,10,-0.1,40,2,0.178493401,1.01E+07,0.052244999
kmeans_ms,10,-0.1,40,2,0.167932393,9.91E+06,12.19027772
kmeans_rs,10,-0.1,40,2,0.076744891,9.76E+06,3.841485891
kmeans_hg,10,-0.1,40,2,0.058123516,9.80E+06,2.205550125
gmm,10,-0.1,40,2,0.041827595,-140.3756584,0.1340458
gmm_ms,10,-0.1,40,2,0.030262429,-132.5482467,178.1506186
gmm_rs,10,-0.1,40,2,0.028533399,-123.2509245,13.81494297
gmm_hg,10,-0.1,40,2,0.026969015,-121.8505965,15.08105214
gmm_shrunk,10,-0.1,40,2,0.03878501,-154.0019053,0.131384301
gmm_ms_shrunk,10,-0.1,40,2,0.163555056,-153.1313782,61.65876397
gmm_rs_shrunk,10,-0.1,40,2,0.141252506,-152.5749368,15.82683546
gmm_hg_shrunk,10,-0.1,40,2,0.354849763,-150.9690082,20.03558845
gmm_oas,10,-0.1,40,2,0.038962303,-151.8675694,0.126693264
gmm_ms_oas,10,-0.1,40,2,0.031565013,-151.5396178,64.87535324
gmm_rs_oas,10,-0.1,40,2,0.027233135,-150.3238104,12.27688928
gmm_hg_oas,10,-0.1,40,2,0.156064382,-149.6955935,25.30141157
gmm_ledoitwolf,10,-0.1,40,2,0.030811949,-152.6544146,0.210879232
gmm_ms_ledoitwolf,10,-0.1,40,2,0.028154936,-151.9323119,74.69908327
gmm_rs_ledoitwolf,10,-0.1,40,2,0.026576896,-150.9198749,14.29895693
gmm_hg_ledoitwolf,10,-0.1,40,2,0.02697339,-151.0928018,17.93745514
kmeans,10,-0.1,40,3,0.394254883,6.29E+06,0.015166981
kmeans_ms,10,-0.1,40,3,0.444033726,6.23E+06,4.124294111
kmeans_rs,10,-0.1,40,3,0.458756479,6.22E+06,1.70408872
kmeans_hg,10,-0.1,40,3,0.425537444,6.23E+06,1.661634174
gmm,10,-0.1,40,3,0.126208809,-149.2263243,0.400226248
gmm_ms,10,-0.1,40,3,0.088113393,-131.9057855,111.5003236
gmm_rs,10,-0.1,40,3,0.002549309,-127.6797947,16.36788701
gmm_hg,10,-0.1,40,3,0.003663824,-125.8892483,18.89128227
gmm_shrunk,10,-0.1,40,3,0.124287083,-153.7987683,0.278069759
gmm_ms_shrunk,10,-0.1,40,3,0.201443394,-152.6445398,118.8792104
gmm_rs_shrunk,10,-0.1,40,3,0.314139185,-151.8022882,26.76108829
gmm_hg_shrunk,10,-0.1,40,3,0.253562554,-151.981107,32.2612253
gmm_oas,10,-0.1,40,3,0.12733044,-153.014733,0.244336793
gmm_ms_oas,10,-0.1,40,3,0.207296026,-150.9042242,114.2384868
gmm_rs_oas,10,-0.1,40,3,0.126969564,-150.1940957,26.85102069
gmm_hg_oas,10,-0.1,40,3,0.22599812,-149.8720706,50.50902234
gmm_ledoitwolf,10,-0.1,40,3,0.132685603,-153.1586295,0.43026976
gmm_ms_ledoitwolf,10,-0.1,40,3,0.217252391,-151.1595393,187.2287839
gmm_rs_ledoitwolf,10,-0.1,40,3,0.218773437,-151.6313744,37.60232352
gmm_hg_ledoitwolf,10,-0.1,40,3,0.170153314,-150.9945901,62.44602639
kmeans,10,-0.1,40,4,0.194281072,4.47E+06,0.014215278
kmeans_ms,10,-0.1,40,4,0.387753278,4.40E+06,9.766741652
kmeans_rs,10,-0.1,40,4,0.439832663,4.40E+06,2.465249084
kmeans_hg,10,-0.1,40,4,0.431911511,4.40E+06,2.027053629
gmm,10,-0.1,40,4,0.050752361,-136.7174512,0.231693933
gmm_ms,10,-0.1,40,4,0.038851442,-131.1662668,78.41485398
gmm_rs,10,-0.1,40,4,0.002853873,-119.8834805,15.87720534
gmm_hg,10,-0.1,40,4,0.003440682,-120.8616693,14.11114387
gmm_shrunk,10,-0.1,40,4,0.065380337,-147.264527,0.10587863
gmm_ms_shrunk,10,-0.1,40,4,0.120783927,-146.8287277,81.69649427
gmm_rs_shrunk,10,-0.1,40,4,0.141464282,-146.4560651,28.52874969
gmm_hg_shrunk,10,-0.1,40,4,0.191910025,-146.3168338,29.65678632
gmm_oas,10,-0.1,40,4,0.06281705,-146.1864094,0.15824348
gmm_ms_oas,10,-0.1,40,4,0.070247501,-145.1936972,86.14705282
gmm_rs_oas,10,-0.1,40,4,0.065156626,-144.0317261,24.73262083
gmm_hg_oas,10,-0.1,40,4,0.078191458,-144.1781208,23.57372026
gmm_ledoitwolf,10,-0.1,40,4,0.076861841,-146.6968692,0.368344319
gmm_ms_ledoitwolf,10,-0.1,40,4,0.09999873,-145.7404565,155.9446878
gmm_rs_ledoitwolf,10,-0.1,40,4,0.061864535,-145.7085495,19.19041744
gmm_hg_ledoitwolf,10,-0.1,40,4,0.013107022,-144.5951851,53.27610243
kmeans,10,-0.1,40,5,0.32279373,6.39E+06,0.025785882
kmeans_ms,10,-0.1,40,5,0.453543381,6.31E+06,6.510021141
kmeans_rs,10,-0.1,40,5,0.494927709,6.30E+06,1.819694225
kmeans_hg,10,-0.1,40,5,0.49662779,6.30E+06,2.64070399
gmm,10,-0.1,40,5,0.049102126,-147.1422687,0.691183368
gmm_ms,10,-0.1,40,5,0.038660512,-136.1800814,118.164767
gmm_rs,10,-0.1,40,5,0.078601332,-130.2764353,23.10073835
gmm_hg,10,-0.1,40,5,0.009802989,-125.095285,27.31265059
gmm_shrunk,10,-0.1,40,5,0.078552618,-153.0517012,0.436619793
gmm_ms_shrunk,10,-0.1,40,5,0.229708098,-152.1358977,132.4831337
gmm_rs_shrunk,10,-0.1,40,5,0.386455073,-150.7671923,25.22404662
gmm_hg_shrunk,10,-0.1,40,5,0.377564717,-150.7703509,34.86809955
gmm_oas,10,-0.1,40,5,0.066414724,-152.0112535,0.474864316
gmm_ms_oas,10,-0.1,40,5,0.075135101,-150.5373266,118.4428114
gmm_rs_oas,10,-0.1,40,5,0.08227604,-149.7130311,21.65332199
gmm_hg_oas,10,-0.1,40,5,0.223407031,-149.2273641,39.37586808
gmm_ledoitwolf,10,-0.1,40,5,0.082095758,-152.8367618,0.49582863
gmm_ms_ledoitwolf,10,-0.1,40,5,0.211606982,-151.2340546,199.0785221
gmm_rs_ledoitwolf,10,-0.1,40,5,0.314223214,-150.8969009,49.14920844
gmm_hg_ledoitwolf,10,-0.1,40,5,0.304710675,-150.4080066,70.83775066
kmeans,10,-0.1,40,6,0.330149531,6.20E+06,0.016178456
kmeans_ms,10,-0.1,40,6,0.395706611,6.12E+06,4.426090059
kmeans_rs,10,-0.1,40,6,0.359603865,6.10E+06,1.676463597
kmeans_hg,10,-0.1,40,6,0.363452174,6.10E+06,2.144040459
gmm,10,-0.1,40,6,0.061002854,-146.3047753,0.20105408
gmm_ms,10,-0.1,40,6,0.070368808,-133.1883819,112.134687
gmm_rs,10,-0.1,40,6,0.006261681,-125.7594783,14.29778508
gmm_hg,10,-0.1,40,6,0.003227272,-125.4833547,20.56815124
gmm_shrunk,10,-0.1,40,6,0.12716162,-152.1977831,0.344799224
gmm_ms_shrunk,10,-0.1,40,6,0.157004027,-151.6506108,116.1814755
gmm_rs_shrunk,10,-0.1,40,6,0.280094292,-150.5704804,23.53787025
gmm_hg_shrunk,10,-0.1,40,6,0.344449378,-150.3466018,23.93611191
gmm_oas,10,-0.1,40,6,0.125462539,-151.0067459,0.448192261
gmm_ms_oas,10,-0.1,40,6,0.07064849,-149.7885178,105.6348139
gmm_rs_oas,10,-0.1,40,6,0.067433588,-148.917144,15.27330876
gmm_hg_oas,10,-0.1,40,6,0.206684245,-148.3628224,35.69636388
gmm_ledoitwolf,10,-0.1,40,6,0.167849146,-151.6715897,0.41604453
gmm_ms_ledoitwolf,10,-0.1,40,6,0.167315866,-150.628428,171.6526608
gmm_rs_ledoitwolf,10,-0.1,40,6,0.065468203,-150.0542779,36.34234418
gmm_hg_ledoitwolf,10,-0.1,40,6,0.057040821,-149.8168604,49.73350705
kmeans,10,-0.1,40,7,0.486647186,5.04E+06,0.017907887
kmeans_ms,10,-0.1,40,7,0.525040514,5.02E+06,4.429459505
kmeans_rs,10,-0.1,40,7,0.534251528,5.02E+06,1.080496543
kmeans_hg,10,-0.1,40,7,0.534552819,5.02E+06,1.780008704
gmm,10,-0.1,40,7,0.0604627,-137.2266874,0.323111457
gmm_ms,10,-0.1,40,7,0.060796653,-129.924932,88.13263048
gmm_rs,10,-0.1,40,7,0.003119278,-122.950051,20.35434233
gmm_hg,10,-0.1,40,7,0.00431411,-122.4109962,19.82468563
gmm_shrunk,10,-0.1,40,7,0.079109375,-149.4885652,0.223118097
gmm_ms_shrunk,10,-0.1,40,7,0.144967604,-149.1838814,94.90759362
gmm_rs_shrunk,10,-0.1,40,7,0.175968731,-148.6516736,13.79929954
gmm_hg_shrunk,10,-0.1,40,7,0.261404811,-148.0736641,30.34503796
gmm_oas,10,-0.1,40,7,0.073975309,-148.1242664,0.311788875
gmm_ms_oas,10,-0.1,40,7,0.089202112,-147.1423563,95.83682602
gmm_rs_oas,10,-0.1,40,7,0.116361507,-146.3500492,23.73637946
gmm_hg_oas,10,-0.1,40,7,0.084210574,-146.8204418,21.70282854
gmm_ledoitwolf,10,-0.1,40,7,0.086342017,-148.4558113,0.395036441
gmm_ms_ledoitwolf,10,-0.1,40,7,0.096263907,-147.5271066,172.6249191
gmm_rs_ledoitwolf,10,-0.1,40,7,0.097416368,-147.4835604,29.96147987
gmm_hg_ledoitwolf,10,-0.1,40,7,0.027727111,-147.2150927,54.40355894
kmeans,10,-0.1,40,8,0.229014034,4.84E+06,0.030289745
kmeans_ms,10,-0.1,40,8,0.318713717,4.81E+06,7.795025478
kmeans_rs,10,-0.1,40,8,0.307169029,4.80E+06,2.447629749
kmeans_hg,10,-0.1,40,8,0.351092809,4.79E+06,3.141274955
gmm,10,-0.1,40,8,0.069850216,-144.5066669,0.201038475
gmm_ms,10,-0.1,40,8,0.007391317,-128.618926,96.12198047
gmm_rs,10,-0.1,40,8,0.003462793,-123.3630505,16.97101611
gmm_hg,10,-0.1,40,8,0.00377041,-121.2167919,20.99096278
gmm_shrunk,10,-0.1,40,8,0.100946292,-148.4187574,0.252520494
gmm_ms_shrunk,10,-0.1,40,8,0.163670109,-148.0484732,107.4490973
gmm_rs_shrunk,10,-0.1,40,8,0.158882185,-147.7077725,27.02440174
gmm_hg_shrunk,10,-0.1,40,8,0.260223209,-146.9556064,44.35509831
gmm_oas,10,-0.1,40,8,0.091461813,-147.7508394,0.246822381
gmm_ms_oas,10,-0.1,40,8,0.054776903,-146.5703263,105.6360553
gmm_rs_oas,10,-0.1,40,8,0.11144143,-145.1247564,26.06793294
gmm_hg_oas,10,-0.1,40,8,0.095665446,-145.2595487,37.70146046
gmm_ledoitwolf,10,-0.1,40,8,0.114696715,-148.0835002,0.429039029
gmm_ms_ledoitwolf,10,-0.1,40,8,0.169078588,-146.9692711,166.391121
gmm_rs_ledoitwolf,10,-0.1,40,8,0.075075112,-146.5680418,38.37267961
gmm_hg_ledoitwolf,10,-0.1,40,8,0.082253006,-146.3668065,39.14559491
kmeans,10,-0.1,40,9,0.232564631,6.18E+06,0.017300204
kmeans_ms,10,-0.1,40,9,0.417547019,6.03E+06,5.326734574
kmeans_rs,10,-0.1,40,9,0.418811338,6.01E+06,0.844329645
kmeans_hg,10,-0.1,40,9,0.422135258,6.01E+06,2.249049525
gmm,10,-0.1,40,9,0.083898455,-149.6941377,0.23059495
gmm_ms,10,-0.1,40,9,0.056949871,-134.185518,111.1266725
gmm_rs,10,-0.1,40,9,0.003659065,-125.776967,17.59414806
gmm_hg,10,-0.1,40,9,0.007252553,-122.5923055,28.9764897
gmm_shrunk,10,-0.1,40,9,0.169571323,-153.6857948,0.335630397
gmm_ms_shrunk,10,-0.1,40,9,0.177696659,-152.1655828,123.1937571
gmm_rs_shrunk,10,-0.1,40,9,0.287689181,-151.4269197,29.31076905
gmm_hg_shrunk,10,-0.1,40,9,0.206321394,-151.693449,33.3704962
gmm_oas,10,-0.1,40,9,0.138928193,-152.8684746,0.419773679
gmm_ms_oas,10,-0.1,40,9,0.167915054,-150.6072984,117.0654686
gmm_rs_oas,10,-0.1,40,9,0.183589072,-149.7149418,30.35881627
gmm_hg_oas,10,-0.1,40,9,0.078788856,-149.5847868,20.95721955
gmm_ledoitwolf,10,-0.1,40,9,0.271812587,-152.7538302,1.110027954
gmm_ms_ledoitwolf,10,-0.1,40,9,0.127339207,-151.1310181,196.2197159
gmm_rs_ledoitwolf,10,-0.1,40,9,0.162978874,-151.3152168,43.1115576
gmm_hg_ledoitwolf,10,-0.1,40,9,0.236448401,-150.5333254,63.40928602
kmeans,10,-0.1,40,10,0.392788369,4.65E+06,0.018339976
kmeans_ms,10,-0.1,40,10,0.458653718,4.63E+06,8.388062796
kmeans_rs,10,-0.1,40,10,0.485042004,4.63E+06,2.917102062
kmeans_hg,10,-0.1,40,10,0.467477412,4.63E+06,1.840744347
gmm,10,-0.1,40,10,0.098996234,-137.6118483,0.219499152
gmm_ms,10,-0.1,40,10,0.052309993,-129.2383648,90.35330796
gmm_rs,10,-0.1,40,10,0.002791393,-124.7883133,13.61598619
gmm_hg,10,-0.1,40,10,0.00160185,-120.0510753,25.42547989
