algorithm,k,c,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
gmm_rs_oas,10,0.01,40,10,0.133617745,0.331150864,3,8,4,8,4,0.362696697,0.274606607,2.426487569,0.331150864,-147.2302582,10.14872079
gmm_rs_shrunk,10,0.01,40,10,0.405952977,0.524690994,3,4,4,4,4,0.135435435,0.729129129,2.026637965,0.524690994,-148.7502861,16.73332546
gmm_shrunk,10,0.01,40,10,0.298224038,0.403570548,4,4,4,4,4,0.151053053,0.697893894,2.586757352,0.403570548,-150.0176355,0.240541528
kmeans,10,0.01,40,10,0.570793992,0.638045239,1,9,9,1,1,0.081067067,0.837865866,1.640791092,0.638045239,5.26E+06,0.024590106
kmeans_hg,10,0.01,40,10,0.698984926,0.723517435,0,9,9,0,0,0.054700701,0.890598599,1.266605666,0.723517435,5.17E+06,5.362943995
kmeans_ms,10,0.01,40,10,0.697831681,0.723990524,0,9,9,0,0,0.054952953,0.890094094,1.264126348,0.723990524,5.17E+06,6.152252513
kmeans_rs,10,0.01,40,10,0.691995929,0.716669733,0,9,9,0,0,0.055911912,0.888176176,1.298462529,0.716669733,5.17E+06,3.654956918
gmm,10,0.01,40,11,0.141999567,0.270491167,3,3,3,3,3,0.194514515,0.610970971,3.132477878,0.270491167,-143.8114423,0.281150569
gmm_hg,10,0.01,40,11,0.007313715,0.115022269,5,9,8,9,8,0.674564565,-0.349129129,2.702028506,0.115022269,-124.6720114,52.50940879
gmm_hg_ledoitwolf,10,0.01,40,11,0.337164965,0.588649879,3,4,3,4,3,0.194926927,0.610146146,1.661965148,0.588649879,-148.1033827,49.98203185
gmm_hg_oas,10,0.01,40,11,0.402263312,0.567861574,4,4,4,4,4,0.142578579,0.714842843,1.83144824,0.567861574,-147.5100639,36.45200312
gmm_hg_shrunk,10,0.01,40,11,0.527024163,0.645550129,2,2,2,2,2,0.09446046,0.811079079,1.572942774,0.645550129,-148.796455,35.01212637
gmm_ledoitwolf,10,0.01,40,11,0.210766363,0.32835065,3,3,3,3,3,0.168404404,0.663191191,2.916449053,0.32835065,-150.6884126,0.300815063
gmm_ms,10,0.01,40,11,0.074390712,0.214986074,3,7,3,7,3,0.309991992,0.380016016,3.059796811,0.214986074,-136.7839615,50.15091803
gmm_ms_ledoitwolf,10,0.01,40,11,0.305871408,0.468469321,4,5,4,5,4,0.185111111,0.629777778,2.169554417,0.468469321,-148.9157787,77.29266696
gmm_ms_oas,10,0.01,40,11,0.31136473,0.465590375,4,5,4,5,4,0.181203203,0.637593594,2.187571404,0.465590375,-148.8166695,54.35000581
gmm_ms_shrunk,10,0.01,40,11,0.384721026,0.508641135,3,3,2,3,2,0.139371371,0.721257257,2.106659886,0.508641135,-150.4846633,60.17650388
gmm_oas,10,0.01,40,11,0.178510153,0.298849363,3,3,3,3,3,0.177419419,0.645161161,3.037732976,0.298849363,-150.3696376,0.184447736
gmm_rs,10,0.01,40,11,0.003721319,0.110404891,4,9,8,9,8,0.732486486,-0.464972973,2.566547934,0.110404891,-128.2050002,11.15928468
gmm_rs_ledoitwolf,10,0.01,40,11,0.308489166,0.479220057,4,6,4,6,4,0.182358358,0.635283283,2.116613902,0.479220057,-148.7274397,23.89653493
gmm_rs_oas,10,0.01,40,11,0.243469882,0.449185357,4,7,5,7,5,0.261347347,0.477305305,2.078929559,0.449185357,-148.0998793,12.41520279
gmm_rs_shrunk,10,0.01,40,11,0.313140616,0.43741796,3,4,4,4,4,0.165703704,0.668592593,2.36571186,0.43741796,-150.0521227,13.69767061
gmm_shrunk,10,0.01,40,11,0.22937413,0.345756564,3,3,3,3,3,0.163911912,0.672176176,2.842499529,0.345756564,-151.4351218,0.367582987
kmeans,10,0.01,40,11,0.672980955,0.71347985,0,9,9,0,0,0.059281281,0.881437437,1.313959308,0.71347985,5.59E+06,0.035007676
kmeans_hg,10,0.01,40,11,0.688088998,0.724214671,1,9,9,1,1,0.057957958,0.884084084,1.252089406,0.724214671,5.57E+06,4.803097948
kmeans_ms,10,0.01,40,11,0.690148538,0.725159793,1,9,9,1,1,0.057525526,0.884948949,1.248051833,0.725159793,5.57E+06,6.096222782
kmeans_rs,10,0.01,40,11,0.698807754,0.733422604,0,9,9,0,0,0.055249249,0.889501502,1.217510782,0.733422604,5.57E+06,3.466456758
gmm,10,0.01,40,12,0.16634025,0.301823231,4,5,4,5,4,0.227707708,0.544584585,2.857640052,0.301823231,-146.9475366,0.305122653
gmm_hg,10,0.01,40,12,0.005327977,0.116247101,5,9,8,9,8,0.64237037,-0.284740741,2.782568658,0.116247101,-122.527295,46.07413455
gmm_hg_ledoitwolf,10,0.01,40,12,0.216715462,0.436853559,6,7,5,7,5,0.275063063,0.449873874,2.120428134,0.436853559,-148.5600938,49.10873843
gmm_hg_oas,10,0.01,40,12,0.263972378,0.438240574,4,7,4,7,4,0.225553554,0.548892893,2.175158277,0.438240574,-148.1537688,35.11967508
gmm_hg_shrunk,10,0.01,40,12,0.433486351,0.568086053,3,3,3,3,3,0.121131131,0.757737738,1.889191111,0.568086053,-149.6400054,34.78316422
gmm_ledoitwolf,10,0.01,40,12,0.190044593,0.317423933,4,5,4,5,4,0.207377377,0.585245245,2.827632108,0.317423933,-151.5601425,0.154465305
gmm_ms,10,0.01,40,12,0.155398521,0.298716876,4,7,6,7,6,0.27228028,0.455439439,2.690483391,0.298716876,-134.67235,72.91914418
gmm_ms_ledoitwolf,10,0.01,40,12,0.239583739,0.410893171,4,7,4,7,4,0.233181181,0.533637638,2.281086252,0.410893171,-149.3575427,72.4159459
gmm_ms_oas,10,0.01,40,12,0.236675232,0.402621191,4,7,4,7,4,0.232820821,0.534358358,2.31528466,0.402621191,-149.2228969,59.1883477
gmm_ms_shrunk,10,0.01,40,12,0.259544861,0.381311107,5,5,5,5,5,0.178874875,0.64225025,2.600702891,0.381311107,-150.8885938,59.99547867
gmm_oas,10,0.01,40,12,0.188899178,0.319214918,4,4,4,4,4,0.209623624,0.580752753,2.815829417,0.319214918,-151.3717035,0.265884625
gmm_rs,10,0.01,40,12,0.004213455,0.129103545,5,9,9,9,9,0.694880881,-0.389761762,2.612179322,0.129103545,-124.6349893,13.05293652
gmm_rs_ledoitwolf,10,0.01,40,12,0.223039539,0.403182323,5,7,5,7,5,0.248826827,0.502346346,2.289979562,0.403182323,-149.0519217,20.58304689
gmm_rs_oas,10,0.01,40,12,0.269982221,0.427447185,5,7,5,7,5,0.218924925,0.56215015,2.262901202,0.427447185,-148.1615042,12.65868813
gmm_rs_shrunk,10,0.01,40,12,0.300178252,0.433489845,3,6,4,6,4,0.178342342,0.643315315,2.370395083,0.433489845,-150.0886651,15.46852749
gmm_shrunk,10,0.01,40,12,0.200942895,0.330021806,4,4,4,4,4,0.201931932,0.596136136,2.783279765,0.330021806,-152.2789907,0.204937
kmeans,10,0.01,40,12,0.515953833,0.586227184,2,9,9,2,2,0.09608008,0.80783984,1.822720091,0.586227184,5.72E+06,0.077382587
kmeans_hg,10,0.01,40,12,0.681248715,0.716320981,0,9,9,0,0,0.057725726,0.884548549,1.301724465,0.716320981,5.56E+06,5.224513945
kmeans_ms,10,0.01,40,12,0.672613333,0.709669918,0,9,9,0,0,0.059367367,0.881265265,1.331767902,0.709669918,5.57E+06,7.833885604
kmeans_rs,10,0.01,40,12,0.685946899,0.725243792,0,9,9,0,0,0.056942943,0.886114114,1.260472938,0.725243792,5.56E+06,3.879872575
gmm,10,0.01,40,13,0.129573697,0.227683506,3,5,3,5,3,0.19766967,0.604660661,3.323639548,0.227683506,-140.6863666,0.300227684
gmm_hg,10,0.01,40,13,0.005075729,0.120859073,5,9,9,9,9,0.676502503,-0.353005005,2.679529237,0.120859073,-119.4867741,51.69022118
gmm_hg_ledoitwolf,10,0.01,40,13,0.216233294,0.388669745,5,7,5,7,5,0.240756757,0.518486486,2.369416377,0.388669745,-145.3459899,44.8046934
gmm_hg_oas,10,0.01,40,13,0.288874632,0.451351303,3,5,3,5,3,0.175345345,0.649309309,2.283329586,0.451351303,-144.7790965,48.90602311
gmm_hg_shrunk,10,0.01,40,13,0.416907753,0.536202078,3,3,3,3,3,0.130386386,0.739227227,1.999654202,0.536202078,-146.6964358,48.99999356
gmm_ledoitwolf,10,0.01,40,13,0.155140232,0.262547227,3,4,2,4,2,0.184304304,0.631391391,3.200124286,0.262547227,-147.5526954,0.407358086
gmm_ms,10,0.01,40,13,0.016803398,0.149012631,5,8,7,8,7,0.535107107,-0.070214214,2.876081229,0.149012631,-130.4500504,56.33400598
gmm_ms_ledoitwolf,10,0.01,40,13,0.182102416,0.325921983,3,6,3,6,3,0.216138138,0.567723724,2.777385447,0.325921983,-146.2231172,74.19661725
gmm_ms_oas,10,0.01,40,13,0.170443093,0.341499126,5,5,3,5,3,0.249469469,0.501061061,2.649687949,0.341499126,-146.0383687,63.1867147
gmm_ms_shrunk,10,0.01,40,13,0.22029005,0.345322611,3,4,3,4,3,0.169467467,0.661065065,2.841935187,0.345322611,-147.5280651,47.57880523
gmm_oas,10,0.01,40,13,0.142039181,0.243490157,3,5,3,5,3,0.190928929,0.618142142,3.269553096,0.243490157,-147.5395786,0.18186025
gmm_rs,10,0.01,40,13,0.004662215,0.11235232,6,9,9,9,9,0.711053053,-0.422106106,2.614310635,0.11235232,-123.6528453,11.40153574
gmm_rs_ledoitwolf,10,0.01,40,13,0.229839974,0.410535767,4,6,4,6,4,0.249687688,0.500624625,2.237790835,0.410535767,-146.0450332,19.0625427
gmm_rs_oas,10,0.01,40,13,0.233521814,0.367392958,4,7,5,7,5,0.245607608,0.508784785,2.395345367,0.367392958,-145.487527,24.67240359
gmm_rs_shrunk,10,0.01,40,13,0.22284527,0.331880195,3,5,4,5,4,0.200644645,0.598710711,2.746187087,0.331880195,-147.5258731,29.32899382
gmm_shrunk,10,0.01,40,13,0.154202248,0.254912489,3,4,2,4,2,0.18413013,0.63173974,3.234734958,0.254912489,-148.350334,0.140258065
kmeans,10,0.01,40,13,0.727876755,0.746734491,0,9,9,0,0,0.048770771,0.902458458,1.165294365,0.746734491,4.59E+06,0.036533986
kmeans_hg,10,0.01,40,13,0.721825605,0.741230949,0,9,9,0,0,0.049891892,0.900216216,1.190420063,0.741230949,4.58E+06,4.472867725
kmeans_ms,10,0.01,40,13,0.730666324,0.75284828,0,9,9,0,0,0.048274274,0.903451451,1.137169603,0.75284828,4.59E+06,6.568989837
kmeans_rs,10,0.01,40,13,0.715182374,0.737209262,0,9,9,0,0,0.051039039,0.897921922,1.209177922,0.737209262,4.58E+06,2.720776425
gmm,10,0.01,40,14,0.126353495,0.260699053,3,5,3,5,3,0.228710711,0.542578579,3.10779153,0.260699053,-146.4480414,0.183294001
gmm_hg,10,0.01,40,14,0.003578904,0.10024634,6,9,8,9,8,0.690226226,-0.380452452,2.710048884,0.10024634,-123.9227969,53.13889441
gmm_hg_ledoitwolf,10,0.01,40,14,0.264491941,0.343562895,4,7,3,7,3,0.348612613,0.302774775,2.417466328,0.343562895,-147.8288997,44.38653483
gmm_hg_oas,10,0.01,40,14,0.20037558,0.424391143,4,6,5,6,5,0.201215215,0.59756957,2.327631825,0.424391143,-147.5914064,51.18302738
gmm_hg_shrunk,10,0.01,40,14,0.489670501,0.583561789,3,3,3,3,3,0.105567568,0.788864865,1.825767889,0.583561789,-149.2681534,31.99268221
gmm_ledoitwolf,10,0.01,40,14,0.263020163,0.367395249,2,3,2,3,2,0.152710711,0.694578579,2.77305781,0.367395249,-150.083848,0.479573403
gmm_ms,10,0.01,40,14,0.08667191,0.320265822,3,7,4,7,4,0.2835996,0.432800801,2.659158268,0.320265822,-133.7816411,54.45227376
gmm_ms_ledoitwolf,10,0.01,40,14,0.19149797,0.346884108,3,7,2,7,2,0.243651652,0.512696697,2.603875301,0.346884108,-149.0897413,76.63174002
gmm_ms_oas,10,0.01,40,14,0.19529226,0.359200499,3,7,3,7,3,0.245409409,0.509181181,2.549612384,0.359200499,-148.7497023,58.4518296
gmm_ms_shrunk,10,0.01,40,14,0.260826441,0.398671512,3,5,3,5,3,0.173151151,0.653697698,2.548863889,0.398671512,-150.3243071,55.8603745
gmm_oas,10,0.01,40,14,0.159825716,0.28534654,3,3,3,3,3,0.195421421,0.609157157,3.069610874,0.28534654,-150.5636464,0.149111011
gmm_rs,10,0.01,40,14,0.004078695,0.108891764,5,9,8,9,8,0.693855856,-0.387711712,2.668225475,0.108891764,-127.0032449,10.57243364
gmm_rs_ledoitwolf,10,0.01,40,14,0.142630977,0.388972723,5,7,5,7,5,0.366458458,0.267083083,2.1921602,0.388972723,-148.7846416,14.01236798
gmm_rs_oas,10,0.01,40,14,0.232096666,0.387276481,5,7,6,7,6,0.24771972,0.504560561,2.346815398,0.387276481,-148.0336411,19.0753598
gmm_rs_shrunk,10,0.01,40,14,0.320689331,0.466676984,3,4,4,4,4,0.168304304,0.663391391,2.23910451,0.466676984,-149.8286022,12.68332638
gmm_shrunk,10,0.01,40,14,0.263995244,0.366312019,2,3,2,3,2,0.150626627,0.698746747,2.786468903,0.366312019,-150.7981301,0.386162518
kmeans,10,0.01,40,14,0.732120666,0.763236734,0,9,9,0,0,0.048496496,0.903007007,1.08652111,0.763236734,5.40E+06,0.024411361
kmeans_hg,10,0.01,40,14,0.739886408,0.766709206,0,9,9,0,0,0.047161161,0.905677678,1.07012364,0.766709206,5.40E+06,5.319604834
kmeans_ms,10,0.01,40,14,0.741555953,0.766192579,0,9,9,0,0,0.046674675,0.906650651,1.073629722,0.766192579,5.40E+06,6.682117943
kmeans_rs,10,0.01,40,14,0.750216161,0.774433281,0,9,9,0,0,0.045153153,0.909693694,1.035520613,0.774433281,5.40E+06,3.542150633
gmm,10,0.01,40,15,0.064123499,0.247870519,6,8,4,8,4,0.370610611,0.258778779,2.823866818,0.247870519,-142.7070233,1.165846897
gmm_hg,10,0.01,40,15,0.024953007,0.243062905,6,9,6,9,6,0.614474474,-0.228948949,2.406310903,0.243062905,-122.7879344,64.02478839
gmm_hg_ledoitwolf,10,0.01,40,15,0.537109469,0.709854464,4,4,4,4,4,0.109975976,0.780048048,1.218556533,0.709854464,-152.1999695,51.53481836
gmm_hg_oas,10,0.01,40,15,0.428301246,0.624830004,4,4,4,4,4,0.134750751,0.730498498,1.587187954,0.624830004,-150.4897417,47.61104323
gmm_hg_shrunk,10,0.01,40,15,0.552279197,0.705767239,3,3,3,3,3,0.097655656,0.804688689,1.277651955,0.705767239,-151.9255801,49.54430172
gmm_ledoitwolf,10,0.01,40,15,0.067422433,0.287497626,8,7,4,7,4,0.467447447,0.065105105,2.507329108,0.287497626,-154.2656091,0.377420408
gmm_ms,10,0.01,40,15,0.08131335,0.272450617,8,8,5,8,5,0.393131131,0.213737738,2.683745794,0.272450617,-134.8577379,118.3942798
gmm_ms_ledoitwolf,10,0.01,40,15,0.245749438,0.440898421,6,6,4,6,4,0.227019019,0.545961962,2.229288112,0.440898421,-153.252498,60.22570126
gmm_ms_oas,10,0.01,40,15,0.077922962,0.274454473,7,8,4,8,4,0.401219219,0.197561562,2.663315724,0.274454473,-152.5726573,67.26464145
gmm_ms_shrunk,10,0.01,40,15,0.211404462,0.476857053,4,5,4,5,4,0.280504505,0.438990991,2.029242299,0.476857053,-154.1308597,53.37923299
gmm_oas,10,0.01,40,15,0.036392357,0.205749043,7,8,4,8,4,0.503375375,-0.006750751,2.768119419,0.205749043,-152.8808598,0.473748577
gmm_rs,10,0.01,40,15,0.026890082,0.230838893,9,9,8,9,8,0.660658659,-0.321317317,2.342204313,0.230838893,-126.2370276,52.2372201
gmm_rs_ledoitwolf,10,0.01,40,15,0.027184629,0.222907053,9,9,7,9,7,0.700338338,-0.400676677,2.276464416,0.222907053,-152.6203835,11.64153334
gmm_rs_oas,10,0.01,40,15,0.028098029,0.221543616,9,8,7,8,7,0.667687688,-0.335375375,2.359965744,0.221543616,-151.5645894,9.837647545
gmm_rs_shrunk,10,0.01,40,15,0.318326585,0.56743395,5,5,4,5,4,0.205783784,0.588432432,1.729299618,0.56743395,-153.1594814,17.48927514
gmm_shrunk,10,0.01,40,15,0.051703449,0.263193383,8,7,4,7,4,0.491647648,0.016704705,2.563222527,0.263193383,-155.1539764,0.281980707
kmeans,10,0.01,40,15,0.42583723,0.56561775,4,9,9,4,4,0.132206206,0.735587588,1.840787647,0.56561775,9.38E+06,0.02815716
kmeans_hg,10,0.01,40,15,0.418259712,0.576318188,4,9,9,4,4,0.14024024,0.71951952,1.780892109,0.576318188,9.31E+06,5.568213499
kmeans_ms,10,0.01,40,15,0.603153855,0.675870797,2,9,9,2,2,0.078028028,0.843943944,1.44578009,0.675870797,9.35E+06,5.827121586
kmeans_rs,10,0.01,40,15,0.446528687,0.576536029,4,9,9,4,4,0.122088088,0.755823824,1.82254966,0.576536029,9.29E+06,3.728088001
gmm,10,0.01,40,16,0.180212605,0.326955327,4,5,4,5,4,0.22194995,0.5561001,2.756303814,0.326955327,-142.9789564,0.285121996
gmm_hg,10,0.01,40,16,0.007507835,0.117685658,5,9,8,9,8,0.660186186,-0.320372372,2.731805525,0.117685658,-123.4218718,40.84364387
gmm_hg_ledoitwolf,10,0.01,40,16,0.412710581,0.599225116,4,5,5,5,5,0.154392392,0.691215215,1.632229292,0.599225116,-147.7702382,46.66536226
gmm_hg_oas,10,0.01,40,16,0.403602266,0.561932332,2,5,3,5,3,0.146406406,0.707187187,1.827840474,0.561932332,-147.1015143,39.35655262
gmm_hg_shrunk,10,0.01,40,16,0.571447451,0.688067626,1,2,2,2,2,0.086674675,0.826650651,1.381932929,0.688067626,-148.4865211,37.0943912
gmm_ledoitwolf,10,0.01,40,16,0.245466444,0.390778296,4,4,4,4,4,0.187233233,0.625533534,2.545444121,0.390778296,-149.7712922,0.392702211
gmm_ms,10,0.01,40,16,0.269816504,0.448399172,6,6,5,6,5,0.212236236,0.575527528,2.173785334,0.448399172,-134.1105205,71.59532897
gmm_ms_ledoitwolf,10,0.01,40,16,0.337506813,0.506872396,4,5,3,5,3,0.169601602,0.660796797,2.026814767,0.506872396,-148.4039718,67.75781362
gmm_ms_oas,10,0.01,40,16,0.353409422,0.47803162,4,4,4,4,4,0.148194194,0.703611612,2.226397206,0.47803162,-148.3957603,49.07996764
gmm_ms_shrunk,10,0.01,40,16,0.409581318,0.548950532,3,3,2,3,2,0.133087087,0.733825826,1.941912748,0.548950532,-149.7177607,52.69331647
gmm_oas,10,0.01,40,16,0.284188312,0.420685804,4,4,4,4,4,0.174454454,0.651091091,2.432172836,0.420685804,-149.550668,0.533916433
gmm_rs,10,0.01,40,16,0.0027898,0.106593953,6,9,9,9,9,0.72616016,-0.45232032,2.597309216,0.106593953,-127.2893909,14.89001166
gmm_rs_ledoitwolf,10,0.01,40,16,0.161583286,0.402063569,4,7,5,7,5,0.347081081,0.305837838,2.151272637,0.402063569,-148.7858202,16.60939764
gmm_rs_oas,10,0.01,40,16,0.221871799,0.418795424,4,7,6,7,6,0.269641642,0.460716717,2.184878702,0.418795424,-147.9434988,11.94357904
gmm_rs_shrunk,10,0.01,40,16,0.444766243,0.603225643,3,4,3,4,3,0.132244244,0.735511512,1.683662743,0.603225643,-148.8960737,15.01983389
gmm_shrunk,10,0.01,40,16,0.298512843,0.435941745,4,4,4,4,4,0.164946947,0.670106106,2.386309659,0.435941745,-150.8990218,0.23229578
kmeans,10,0.01,40,16,0.737304151,0.762408514,0,9,9,0,0,0.047555556,0.904888889,1.090209755,0.762408514,5.44E+06,0.024272311
kmeans_hg,10,0.01,40,16,0.745457331,0.766567717,0,9,9,0,0,0.046004004,0.907991992,1.07168483,0.766567717,5.44E+06,3.816671827
kmeans_ms,10,0.01,40,16,0.747654063,0.77053341,0,9,9,0,0,0.045591592,0.908816817,1.053550344,0.77053341,5.44E+06,4.717641527
kmeans_rs,10,0.01,40,16,0.747341024,0.772061367,0,9,9,0,0,0.045671672,0.908656657,1.046407422,0.772061367,5.44E+06,2.797243411
gmm,10,0.01,40,17,0.162447203,0.278776679,4,6,4,6,4,0.200106106,0.599787788,3.053913689,0.278776679,-149.7240212,0.42994794
gmm_hg,10,0.01,40,17,0.00768693,0.116863716,7,9,7,9,7,0.669175175,-0.33835035,2.707355897,0.116863716,-124.9992283,40.97416407
gmm_hg_ledoitwolf,10,0.01,40,17,0.464858178,0.62361407,2,4,2,4,2,0.122688689,0.754622623,1.603529423,0.62361407,-150.2466153,45.0795456
gmm_hg_oas,10,0.01,40,17,0.36524165,0.548090837,4,5,4,5,4,0.151183183,0.697633634,1.893112162,0.548090837,-149.5906039,37.95166481
gmm_hg_shrunk,10,0.01,40,17,0.552526368,0.675281913,2,2,2,2,2,0.090666667,0.818666667,1.441168275,0.675281913,-150.4928272,41.08386775
gmm_ledoitwolf,10,0.01,40,17,0.235966372,0.363158188,4,4,3,4,3,0.182592593,0.634814815,2.704690026,0.363158188,-153.4568442,0.385750212
gmm_ms,10,0.01,40,17,0.030347286,0.167131106,6,8,6,8,6,0.53577978,-0.07155956,2.755915992,0.167131106,-137.5550313,59.6699884
gmm_ms_ledoitwolf,10,0.01,40,17,0.225647555,0.424327898,5,7,4,7,4,0.246800801,0.506398398,2.247206253,0.424327898,-151.2959102,74.18191412
gmm_ms_oas,10,0.01,40,17,0.241679508,0.465111226,5,7,5,7,5,0.263583584,0.472832833,2.000604959,0.465111226,-151.002703,61.76923332
gmm_ms_shrunk,10,0.01,40,17,0.341165624,0.496298581,4,4,4,4,4,0.161473473,0.677053053,2.128991427,0.496298581,-152.5197832,57.26521787
gmm_oas,10,0.01,40,17,0.194344967,0.325786214,4,6,4,6,4,0.196194194,0.607611612,2.850746272,0.325786214,-152.9968129,0.716892107
gmm_rs,10,0.01,40,17,0.005676845,0.120703086,7,9,8,9,8,0.717145145,-0.43429029,2.574360699,0.120703086,-129.6511161,9.57894246
gmm_rs_ledoitwolf,10,0.01,40,17,0.367408439,0.575815278,6,6,5,6,5,0.181255255,0.637489489,1.67507192,0.575815278,-150.7960447,15.48489824
gmm_rs_oas,10,0.01,40,17,0.220501289,0.450364319,6,7,5,7,5,0.280524525,0.438950951,2.05044215,0.450364319,-150.1864221,11.90063485
gmm_rs_shrunk,10,0.01,40,17,0.493993281,0.64859276,3,4,4,4,4,0.114144144,0.771711712,1.512414496,0.64859276,-150.5459331,14.07103429
gmm_shrunk,10,0.01,40,17,0.232226701,0.338100537,4,3,3,3,3,0.171099099,0.657801802,2.849267235,0.338100537,-154.1774948,0.182452557
kmeans,10,0.01,40,17,0.671498086,0.711389307,0,9,9,0,0,0.060592593,0.878814815,1.316326991,0.711389307,6.50E+06,0.057914801
kmeans_hg,10,0.01,40,17,0.671498086,0.711389307,0,9,9,0,0,0.060592593,0.878814815,1.316326991,0.711389307,6.50E+06,4.670036909
kmeans_ms,10,0.01,40,17,0.671498086,0.711389307,0,9,9,0,0,0.060592593,0.878814815,1.316326991,0.711389307,6.50E+06,6.466804919
kmeans_rs,10,0.01,40,17,0.668097286,0.707465299,0,9,9,0,0,0.061019019,0.877961962,1.335824316,0.707465299,6.50E+06,3.218568078
gmm,10,0.01,40,18,0.065565287,0.172636814,5,7,4,7,4,0.276092092,0.447815816,3.299812872,0.172636814,-143.3928117,0.412493444
gmm_hg,10,0.01,40,18,0.002732361,0.104964262,7,9,8,9,8,0.612232232,-0.224464464,2.898590537,0.104964262,-122.2103809,30.15059428
gmm_hg_ledoitwolf,10,0.01,40,18,0.190792167,0.387552408,4,7,3,7,3,0.273633634,0.452732733,2.326917854,0.387552408,-147.9853565,41.86921235
gmm_hg_oas,10,0.01,40,18,0.189599993,0.373537569,5,7,6,7,6,0.28181982,0.43636036,2.357577435,0.373537569,-147.8538957,32.92287615
gmm_hg_shrunk,10,0.01,40,18,0.488796108,0.558193381,1,1,1,1,1,0.09588989,0.80822022,1.995511361,0.558193381,-149.2149757,29.29831805
gmm_ledoitwolf,10,0.01,40,18,0.158188063,0.271781736,5,5,5,5,5,0.220506507,0.558986987,2.979368365,0.271781736,-150.5109153,0.3350977
gmm_ms,10,0.01,40,18,0.094839098,0.211168261,5,8,5,8,5,0.315897898,0.368204204,2.983882044,0.211168261,-133.7048424,51.32680955
gmm_ms_ledoitwolf,10,0.01,40,18,0.149822048,0.287525498,4,6,4,6,4,0.233675676,0.532648649,2.928007553,0.287525498,-149.1756638,69.60625698
gmm_ms_oas,10,0.01,40,18,0.143698596,0.280730838,6,7,6,7,6,0.291165165,0.41766967,2.750255528,0.280730838,-148.9356964,57.40484017
gmm_ms_shrunk,10,0.01,40,18,0.219158016,0.320657118,4,5,3,5,3,0.168670671,0.662658659,2.947552101,0.320657118,-150.3953489,51.79635442
gmm_oas,10,0.01,40,18,0.159517649,0.266446077,5,5,5,5,5,0.219405405,0.561189189,2.999107977,0.266446077,-150.3004401,0.343285276
gmm_rs,10,0.01,40,18,0.002601342,0.11399051,7,9,8,9,8,0.678642643,-0.357285285,2.699011825,0.11399051,-124.0514316,9.886758588
gmm_rs_ledoitwolf,10,0.01,40,18,0.126675645,0.315372775,6,8,5,8,5,0.38397998,0.23204004,2.378366659,0.315372775,-149.0502913,15.44118311
gmm_rs_oas,10,0.01,40,18,0.13058926,0.302184358,5,8,6,8,6,0.367941942,0.264116116,2.475558139,0.302184358,-148.293128,11.71762244
gmm_rs_shrunk,10,0.01,40,18,0.209377124,0.333176627,4,7,5,7,5,0.227255255,0.545489489,2.679199302,0.333176627,-150.1987468,11.94983459
gmm_shrunk,10,0.01,40,18,0.134490542,0.244493794,5,5,4,5,4,0.220678679,0.558642643,3.109671984,0.244493794,-151.6110258,0.178023289
kmeans,10,0.01,40,18,0.643988363,0.69298701,1,9,9,1,1,0.066890891,0.866218218,1.385609259,0.69298701,5.30E+06,0.045909933
kmeans_hg,10,0.01,40,18,0.719671423,0.749655962,0,9,9,0,0,0.050594595,0.898810811,1.149802946,0.749655962,5.23E+06,4.902446897
kmeans_ms,10,0.01,40,18,0.713832604,0.747475058,0,9,9,0,0,0.05177978,0.89644044,1.159055057,0.747475058,5.24E+06,6.898386566
kmeans_rs,10,0.01,40,18,0.730342973,0.758990438,0,9,9,0,0,0.048616617,0.902766767,1.107222638,0.758990438,5.23E+06,3.29323357
gmm,10,0.01,40,19,0.109024199,0.228835589,4,6,4,6,4,0.232706707,0.534586587,3.257445196,0.228835589,-151.4528164,0.116537082
gmm_hg,10,0.01,40,19,0.005158862,0.137222068,6,9,8,9,8,0.650926927,-0.301853854,2.69151238,0.137222068,-126.1620474,42.57396997
gmm_hg_ledoitwolf,10,0.01,40,19,0.325881694,0.515944634,5,6,5,6,5,0.185291291,0.629417417,1.947717334,0.515944634,-149.5359216,45.4319114
gmm_hg_oas,10,0.01,40,19,0.405190063,0.583931163,4,6,3,6,3,0.158274274,0.683451451,1.677132339,0.583931163,-148.7239862,34.5875319
gmm_hg_shrunk,10,0.01,40,19,0.467657532,0.620596566,3,4,3,4,3,0.119657658,0.760684685,1.635608437,0.620596566,-150.2234702,53.18165544
gmm_ledoitwolf,10,0.01,40,19,0.231219976,0.35695157,3,4,3,4,3,0.175139139,0.649721722,2.780633392,0.35695157,-152.164905,0.331515262
gmm_ms,10,0.01,40,19,0.114243604,0.277807064,5,8,6,8,6,0.345791792,0.308416416,2.636727174,0.277807064,-133.5838709,56.00305864
gmm_ms_ledoitwolf,10,0.01,40,19,0.249573732,0.407222582,3,5,3,5,3,0.199511512,0.600976977,2.460694445,0.407222582,-150.7498787,66.3758207
gmm_ms_oas,10,0.01,40,19,0.17614629,0.318223977,5,7,5,7,5,0.240232232,0.519535536,2.750636691,0.318223977,-150.4578665,52.29398919
