algorithm,k,c,d,i,ari,obj,t
gmm_rs_oas,10,-0.26,2,18,0.5466656298552058,-8.923230066709351,1.084063133
gmm_hg_oas,10,-0.26,2,18,0.5496198397242784,-8.924197343421255,2.030740939
gmm_ledoitwolf,10,-0.26,2,18,0.3830260117104714,-8.991342739727898,0.014831984
gmm_ms_ledoitwolf,10,-0.26,2,18,0.5112269114520217,-8.925192903072524,2.961118415
gmm_rs_ledoitwolf,10,-0.26,2,18,0.5600721172350791,-8.923567425023847,1.273607674
gmm_hg_ledoitwolf,10,-0.26,2,18,0.5549974392776867,-8.924092560766018,2.294368861
kmeans,10,-0.26,5,17,0.2248912137010747,575295.496708181,0.022722487
kmeans_ms,10,-0.26,5,17,0.3222161845010094,543304.470669384,6.756004474
kmeans_rs,10,-0.26,5,17,0.3211946893076569,543199.0129332765,4.225052163
kmeans_hg,10,-0.26,5,17,0.3226596749086739,543222.0566750768,6.300856281
gmm,10,-0.26,5,17,0.21966492421199776,-20.510819687202588,0.078172821
gmm_ms,10,-0.26,5,17,0.2314123226634147,-20.35878128639239,5.873963918
gmm_rs,10,-0.26,5,17,0.291410025041667,-20.31354357440468,2.094640229
gmm_hg,10,-0.26,5,17,0.3752003861447376,-20.428467314295617,4.29663718
gmm_shrunk,10,-0.26,5,17,0.24619077521065894,-20.56278598447693,0.01738788
gmm_ms_shrunk,10,-0.26,5,17,0.36451371463643245,-20.522245822424296,5.045872905
gmm_rs_shrunk,10,-0.26,5,17,0.3287530720967409,-20.508432730761925,2.069510881
gmm_hg_shrunk,10,-0.26,5,17,0.39139536747302317,-20.510457617223786,3.683737051
gmm_oas,10,-0.26,5,17,0.2293219399721793,-20.51968680648097,0.021503578
gmm_ms_oas,10,-0.26,5,17,0.32164449677402884,-20.46006468883799,5.841076029
gmm_rs_oas,10,-0.26,5,17,0.3315796841985928,-20.43346221098149,2.234725214
gmm_hg_oas,10,-0.26,5,17,0.3686887888270011,-20.445540891238625,4.497193137
gmm_ledoitwolf,10,-0.26,5,17,0.23463412014021326,-20.51279311702557,0.028300708
gmm_ms_ledoitwolf,10,-0.26,5,17,0.3093999000295413,-20.445982958816682,7.596223439
gmm_rs_ledoitwolf,10,-0.26,5,17,0.31552615253054234,-20.43390488475097,3.004794536
gmm_hg_ledoitwolf,10,-0.26,5,17,0.30530269701370943,-20.4379328830011,5.440930878
kmeans,10,-0.26,5,18,0.294993717255917,600371.6938779976,0.021682283
kmeans_ms,10,-0.26,5,18,0.30512073528809114,575577.7847150629,6.216453459
kmeans_rs,10,-0.26,5,18,0.31178983297698554,575978.5123992715,4.521662166
kmeans_hg,10,-0.26,5,18,0.30382905032752594,575356.4487424718,6.099481587
gmm,10,-0.26,5,18,0.33168649188342414,-20.538416182417652,0.07475288
gmm_ms,10,-0.26,5,18,0.3818301067909372,-20.40007427394405,6.394749395
gmm_rs,10,-0.26,5,18,0.36140226473048653,-20.344953719844703,2.710739645
gmm_hg,10,-0.26,5,18,0.39491530134635844,-20.39068755529582,4.894147628
gmm_shrunk,10,-0.26,5,18,0.2898797943213846,-20.615491775887456,0.021438103
gmm_ms_shrunk,10,-0.26,5,18,0.4344877705409164,-20.546430345002452,5.547447515
gmm_rs_shrunk,10,-0.26,5,18,0.4212404733624524,-20.531143446850358,2.097243323
gmm_hg_shrunk,10,-0.26,5,18,0.42813735130454605,-20.53450049950609,4.076040229
gmm_oas,10,-0.26,5,18,0.3094438172891296,-20.54953642588231,0.034974172
gmm_ms_oas,10,-0.26,5,18,0.43107167028254456,-20.46620636874504,6.83369899
gmm_rs_oas,10,-0.26,5,18,0.42716132425337494,-20.44594113281378,2.156165354
gmm_hg_oas,10,-0.26,5,18,0.374685749637864,-20.455745202520276,4.847348486
gmm_ledoitwolf,10,-0.26,5,18,0.29934075707555463,-20.56936632672857,0.040982798
gmm_ms_ledoitwolf,10,-0.26,5,18,0.3892495522189735,-20.460862458458475,8.524916668
gmm_rs_ledoitwolf,10,-0.26,5,18,0.3816807394257791,-20.447068295691196,2.776774948
gmm_hg_ledoitwolf,10,-0.26,5,18,0.4138206251082095,-20.45975589689067,5.854165458
kmeans,10,-0.26,10,17,0.1527440316794012,1.2283059092369587e6,0.040151044
kmeans_ms,10,-0.26,10,17,0.1650099132687718,1.2132359236661668e6,7.57546561
kmeans_rs,10,-0.26,10,17,0.1622192788342478,1.2108128342910039e6,4.729981164
kmeans_hg,10,-0.26,10,17,0.18252890542993375,1.211060074955869e6,6.517270834
gmm,10,-0.26,10,17,0.21581782918361436,-38.64620893999485,0.197892474
gmm_ms,10,-0.26,10,17,0.10304892994146013,-38.50138219850465,12.827524083
gmm_rs,10,-0.26,10,17,0.0751018089659264,-37.51627401332642,5.648546972
gmm_hg,10,-0.26,10,17,0.14679207167774105,-37.76619188616478,10.998215231
gmm_shrunk,10,-0.26,10,17,0.19720507584683897,-39.22711138083427,0.054579654
gmm_ms_shrunk,10,-0.26,10,17,0.32370072562508656,-39.058272500820856,11.215676302
gmm_rs_shrunk,10,-0.26,10,17,0.3574298492862281,-38.96316716500433,4.185325293
gmm_hg_shrunk,10,-0.26,10,17,0.35395186527919836,-39.011137304291196,8.022613661
gmm_oas,10,-0.26,10,17,0.1620435487676721,-39.11381813293986,0.063277994
gmm_ms_oas,10,-0.26,10,17,0.28872111005407386,-38.922481417088036,12.35062222
gmm_rs_oas,10,-0.26,10,17,0.22728249263427086,-38.7920900267984,3.394800459
gmm_hg_oas,10,-0.26,10,17,0.2857801981616723,-38.81981583965425,8.220090339
gmm_ledoitwolf,10,-0.26,10,17,0.1178651171665261,-39.141637542991084,0.064314482
gmm_ms_ledoitwolf,10,-0.26,10,17,0.2579236170451103,-38.97685489486803,13.709525233
gmm_rs_ledoitwolf,10,-0.26,10,17,0.20308183271206126,-38.84647370708538,4.492783598
gmm_hg_ledoitwolf,10,-0.26,10,17,0.33244033028824926,-38.863701065248385,10.414625847
kmeans,10,-0.26,10,18,0.1939837629331901,1.4397676801078485e6,0.019193339
kmeans_ms,10,-0.26,10,18,0.2172468725397648,1.4195278711204187e6,8.139220428
kmeans_rs,10,-0.26,10,18,0.24402497214806718,1.4169856296704565e6,4.619278752
kmeans_hg,10,-0.26,10,18,0.2649970227891953,1.4169100875502184e6,6.771530265
gmm,10,-0.26,10,18,0.2612895693532689,-39.46152704945774,0.131375233
gmm_ms,10,-0.26,10,18,0.34868500264694036,-39.14644072338349,12.758419426
gmm_rs,10,-0.26,10,18,0.11197468318153896,-38.33055918251968,5.103604536
gmm_hg,10,-0.26,10,18,0.16094614779354524,-38.589509220642746,11.139046544
gmm_shrunk,10,-0.26,10,18,0.26682463267892664,-39.85531599466762,0.045179098
gmm_ms_shrunk,10,-0.26,10,18,0.38423997888891864,-39.71126026962194,10.565403172
gmm_rs_shrunk,10,-0.26,10,18,0.34858005091380445,-39.672542310325696,3.4955458
gmm_hg_shrunk,10,-0.26,10,18,0.33913682495342073,-39.63640294288847,7.236062361
gmm_oas,10,-0.26,10,18,0.2741538542189155,-39.70335380891998,0.06141622
gmm_ms_oas,10,-0.26,10,18,0.36100458433444094,-39.53751666933305,11.816249338
gmm_rs_oas,10,-0.26,10,18,0.30163129165306274,-39.50198978527116,4.11534063
gmm_hg_oas,10,-0.26,10,18,0.40744144576854613,-39.460627727923,8.013749167
gmm_ledoitwolf,10,-0.26,10,18,0.22709254124625244,-39.794647633663544,0.064351008
gmm_ms_ledoitwolf,10,-0.26,10,18,0.3475556328760401,-39.59731594591004,14.274520754
gmm_rs_ledoitwolf,10,-0.26,10,18,0.24646411704559332,-39.52350517627748,4.653823963
gmm_hg_ledoitwolf,10,-0.26,10,18,0.3950798330569067,-39.52472600053334,10.120180632
kmeans,10,-0.26,20,17,0.1624331457206258,2.162842014159339e6,0.038501511
kmeans_ms,10,-0.26,20,17,0.18988036386694263,2.1598588933550157e6,7.157223096
kmeans_rs,10,-0.26,20,17,0.21158942695752347,2.1545666260713637e6,4.024008401
kmeans_hg,10,-0.26,20,17,0.22546080041983038,2.155378813622776e6,5.844001697
gmm,10,-0.26,20,17,0.08053850268989203,-74.21278964211662,0.095231641
gmm_ms,10,-0.26,20,17,0.0917093816111708,-72.41494308130709,21.812830151
gmm_rs,10,-0.26,20,17,0.001967627646216312,-67.72010627648343,5.149499741
gmm_hg,10,-0.26,20,17,0.0008810897708674136,-68.13470187874783,16.144792399
gmm_shrunk,10,-0.26,20,17,0.1275332426524393,-75.23978389839922,0.064486994
gmm_ms_shrunk,10,-0.26,20,17,0.09955891256588165,-75.12056249349375,19.277562622
gmm_rs_shrunk,10,-0.26,20,17,0.21000610170317532,-74.99516644508861,6.648319558
gmm_hg_shrunk,10,-0.26,20,17,0.2190706928674375,-74.91784595829259,14.524597172
gmm_oas,10,-0.26,20,17,0.10398351374299065,-75.03135531209828,0.081626389
gmm_ms_oas,10,-0.26,20,17,0.10763817116422064,-74.887594434659,21.730777412
gmm_rs_oas,10,-0.26,20,17,0.12660675062834134,-74.32153245361924,7.807016243
gmm_hg_oas,10,-0.26,20,17,0.11724903301015285,-74.48782639867147,19.173686771
gmm_ledoitwolf,10,-0.26,20,17,0.12401324014694841,-75.08863417265115,0.11427021
gmm_ms_ledoitwolf,10,-0.26,20,17,0.14587445944973004,-74.89805798212505,26.278744489
gmm_rs_ledoitwolf,10,-0.26,20,17,0.0012888090189324462,-74.34634238803488,6.625948859
gmm_hg_ledoitwolf,10,-0.26,20,17,0.14760953634236038,-74.59412459526348,22.104400125
kmeans,10,-0.26,20,18,0.13056294283663314,2.5611690871350463e6,0.033949934
kmeans_ms,10,-0.26,20,18,0.18336298692141734,2.5263394407988572e6,7.05350307
kmeans_rs,10,-0.26,20,18,0.1405491057002356,2.5183243398516458e6,3.780775265
kmeans_hg,10,-0.26,20,18,0.1725397983299509,2.516612007287085e6,5.954013176
gmm,10,-0.26,20,18,0.07124413672712054,-75.09692013233999,0.145766657
gmm_ms,10,-0.26,20,18,0.09885665641210202,-72.71713402826406,25.725918959
gmm_rs,10,-0.26,20,18,0.001440609875925253,-68.99403852495257,14.335838781
gmm_hg,10,-0.26,20,18,0.0013226757389372345,-69.29964435264172,18.907334402
gmm_shrunk,10,-0.26,20,18,0.14950575178328557,-76.43079797202766,0.111890011
gmm_ms_shrunk,10,-0.26,20,18,0.21984384919584635,-76.23093426364638,20.867766647
gmm_rs_shrunk,10,-0.26,20,18,0.28790208677438717,-76.0410378138402,6.256416413
gmm_hg_shrunk,10,-0.26,20,18,0.3028175173897742,-75.90979428973766,15.27792275
gmm_oas,10,-0.26,20,18,0.07691068871791548,-76.31638177496114,0.104253764
gmm_ms_oas,10,-0.26,20,18,0.2767044904700131,-75.74535163369444,25.60598979
gmm_rs_oas,10,-0.26,20,18,0.12430661439551423,-75.46864810634317,9.554745443
gmm_hg_oas,10,-0.26,20,18,0.26537433924581516,-75.47916482131566,19.270860281
gmm_ledoitwolf,10,-0.26,20,18,0.1342714603856888,-76.32155305821472,0.153499632
gmm_ms_ledoitwolf,10,-0.26,20,18,0.2247378335796934,-75.94926146678513,25.792559166
gmm_rs_ledoitwolf,10,-0.26,20,18,0.04045104631024723,-75.6633517395808,8.79228756
gmm_hg_ledoitwolf,10,-0.26,20,18,0.26198198528737304,-75.69685350011942,21.407865689
kmeans,10,-0.26,30,17,0.04872827154859706,1.0704976823299492e7,0.07036047
kmeans_ms,10,-0.26,30,17,0.07798482534114101,1.0286633730829448e7,7.739618847
kmeans_rs,10,-0.26,30,17,0.02251143432655993,9.999363295463638e6,2.374254232
kmeans_hg,10,-0.26,30,17,0.02046051190739328,1.0064887040772649e7,5.025646614
gmm,10,-0.26,30,17,0.021656389151708044,-108.99137313346888,0.053193683
gmm_ms,10,-0.26,30,17,0.026363218828137205,-101.88220165617787,67.739479002
gmm_rs,10,-0.26,30,17,0.030483383826645897,-101.9545722926195,5.693109416
gmm_hg,10,-0.26,30,17,0.027594076655610898,-98.42335301534082,57.539734794
gmm_shrunk,10,-0.26,30,17,0.030312754865596436,-117.02742337682673,0.03880116
gmm_ms_shrunk,10,-0.26,30,17,0.12477710166307711,-116.82929750732295,15.580565879
gmm_rs_shrunk,10,-0.26,30,17,0.13339567078594003,-116.63417624658,5.213160975
gmm_hg_shrunk,10,-0.26,30,17,0.36893259655295096,-115.45023899323353,18.681810332
gmm_oas,10,-0.26,30,17,0.027962811886547104,-115.92991133874402,0.04777969
gmm_ms_oas,10,-0.26,30,17,0.03028696127531476,-115.42306549858037,16.026503882
gmm_rs_oas,10,-0.26,30,17,0.029918447924069936,-115.28274036239706,4.068989668
gmm_hg_oas,10,-0.26,30,17,0.17438980229844267,-114.97817566793005,13.909793011
gmm_ledoitwolf,10,-0.26,30,17,0.02830280423060966,-116.06374796423104,0.058742065
gmm_ms_ledoitwolf,10,-0.26,30,17,0.027400418215274638,-115.2598516950317,18.36771303
gmm_rs_ledoitwolf,10,-0.26,30,17,0.0818978445869054,-115.73566134041718,7.558652257
gmm_hg_ledoitwolf,10,-0.26,30,17,0.026612141337232074,-114.90208059514727,16.910889094
kmeans,10,-0.26,30,18,0.09629490089784831,4.488267050067618e6,0.051413516
kmeans_ms,10,-0.26,30,18,0.19081727037230492,4.399681103160176e6,8.754960966
kmeans_rs,10,-0.26,30,18,0.22197237871593078,4.386194362591235e6,3.954407682
kmeans_hg,10,-0.26,30,18,0.20111845970193915,4.386633876910593e6,6.422177618
gmm,10,-0.26,30,18,0.09156043800108798,-110.09493332805486,0.266231348
gmm_ms,10,-0.26,30,18,0.11133161206510991,-106.41574303066501,43.241816142
gmm_rs,10,-0.26,30,18,0.0013096162902704672,-98.7949362915575,7.139710517
gmm_hg,10,-0.26,30,18,0.002538603930846447,-98.55636432872821,31.108495026
gmm_shrunk,10,-0.26,30,18,0.08653179800989594,-115.51592385600128,0.120154273
gmm_ms_shrunk,10,-0.26,30,18,0.18334005912079174,-114.94491329182699,35.495019477
gmm_rs_shrunk,10,-0.26,30,18,0.15307616606646537,-114.6820199783297,7.705998084
gmm_hg_shrunk,10,-0.26,30,18,0.31242948254655695,-114.10477327436877,24.201556654
gmm_oas,10,-0.26,30,18,0.08198789846012773,-114.77504994579603,0.154859152
gmm_ms_oas,10,-0.26,30,18,0.1035570653942714,-114.11202263752939,40.564635789
gmm_rs_oas,10,-0.26,30,18,0.08659158352005734,-113.25144395155992,12.828988444
gmm_hg_oas,10,-0.26,30,18,0.2233209204425771,-113.31873504778947,37.016664379
gmm_ledoitwolf,10,-0.26,30,18,0.10013498270187883,-115.1125412196341,0.138997163
gmm_ms_ledoitwolf,10,-0.26,30,18,0.19559577500501155,-114.4461180240283,43.872405396
gmm_rs_ledoitwolf,10,-0.26,30,18,0.06839928758206551,-114.00226568817625,16.512244205
gmm_hg_ledoitwolf,10,-0.26,30,18,0.06998125010142461,-113.88892293814915,38.745929797
kmeans,10,-0.26,40,17,0.04395444923825415,6.454754784121567e6,0.041768372
kmeans_ms,10,-0.26,40,17,0.0701797037242143,6.366842168605179e6,8.318781629
kmeans_rs,10,-0.26,40,17,0.0710433821436448,6.338794809723352e6,3.746469641
kmeans_hg,10,-0.26,40,17,0.0773224989523929,6.342797723534034e6,7.073555796
gmm,10,-0.26,40,17,0.02238210050492501,-149.8083779184587,0.325915227
gmm_ms,10,-0.26,40,17,0.03002850567678273,-135.65543952662824,60.679555428
gmm_rs,10,-0.26,40,17,0.0005588412580275917,-128.7003645896942,10.805008355
gmm_hg,10,-0.26,40,17,0.0017863841901185429,-126.3087866147445,66.825597496
gmm_shrunk,10,-0.26,40,17,0.07854660192578707,-154.8039939281437,0.327156993
gmm_ms_shrunk,10,-0.26,40,17,0.06584520440010018,-153.71769257442938,59.827468829
gmm_rs_shrunk,10,-0.26,40,17,0.088890660194425,-153.37685506154077,16.382206072
gmm_hg_shrunk,10,-0.26,40,17,0.11176826189254144,-153.1959859247583,42.284983603
gmm_oas,10,-0.26,40,17,0.08646009164657661,-153.834138315262,0.385274752
gmm_ms_oas,10,-0.26,40,17,0.046612216838672574,-151.97517452395329,55.041956258
gmm_rs_oas,10,-0.26,40,17,0.08006586439768174,-151.23451193482688,9.915448287
gmm_hg_oas,10,-0.26,40,17,0.09436500565847726,-150.96059062904703,30.974265268
gmm_ledoitwolf,10,-0.26,40,17,0.10834098406065015,-154.45563720518,0.291430659
gmm_ms_ledoitwolf,10,-0.26,40,17,0.09220765638854711,-152.76270282881606,62.678487465
gmm_rs_ledoitwolf,10,-0.26,40,17,0.01512479573339135,-152.67344587175128,15.871946248
gmm_hg_ledoitwolf,10,-0.26,40,17,0.00633944321316355,-152.20665263577138,37.84099706
kmeans,10,-0.26,40,18,0.08136849010400378,4.380083423523849e6,0.065010362
kmeans_ms,10,-0.26,40,18,0.06437456164178303,4.37556324887511e6,8.052224533
kmeans_rs,10,-0.26,40,18,0.11670093826582521,4.360309850661923e6,3.537690234
kmeans_hg,10,-0.26,40,18,0.10704752690667822,4.376297873347254e6,5.787008344
gmm,10,-0.26,40,18,0.024632135674105982,-137.2695668088399,0.36815826
gmm_ms,10,-0.26,40,18,0.009429359205374209,-126.79955728801467,55.390837156
gmm_rs,10,-0.26,40,18,0.0014126614006250715,-123.00625434464331,18.790372407
gmm_hg,10,-0.26,40,18,0.0024464167699405456,-118.8406152290412,39.703285357
gmm_shrunk,10,-0.26,40,18,0.02344297319540847,-146.9222853274845,0.234107868
gmm_ms_shrunk,10,-0.26,40,18,0.027548288261546754,-146.74835496231424,58.007565347
gmm_rs_shrunk,10,-0.26,40,18,0.03387221342012727,-146.59272174175598,15.562072255
gmm_hg_shrunk,10,-0.26,40,18,0.06708227139879255,-146.29953431760418,49.894116899
gmm_oas,10,-0.26,40,18,0.022799977300548793,-145.9771665737706,0.195859659
gmm_ms_oas,10,-0.26,40,18,0.021827819305459607,-144.7831327913351,61.279475296
gmm_rs_oas,10,-0.26,40,18,0.0016204708951337889,-144.72861770595716,11.278009199
gmm_hg_oas,10,-0.26,40,18,0.0005320470212222334,-143.93136377106447,47.037081675
gmm_ledoitwolf,10,-0.26,40,18,0.025727433360226433,-146.60988505012165,0.128650913
gmm_ms_ledoitwolf,10,-0.26,40,18,0.025291808638454732,-145.5950486634576,63.991143036
gmm_rs_ledoitwolf,10,-0.26,40,18,0.0015879573758484635,-145.5347522194171,14.351145028
gmm_hg_ledoitwolf,10,-0.26,40,18,0.000904715810287182,-144.7584625595431,48.187593571
kmeans,10,-0.1,2,17,0.6316481315374503,259501.4138023102,0.022630605
kmeans_ms,10,-0.1,2,17,0.7633550097696993,221575.10660932632,3.524813383
kmeans_rs,10,-0.1,2,17,0.7633550097696993,221575.10660932632,2.499606532
kmeans_hg,10,-0.1,2,17,0.7633550097696993,221575.10660932632,2.786536847
gmm,10,-0.1,2,17,0.4969696706547609,-9.707142930043654,0.02096678
gmm_ms,10,-0.1,2,17,0.7583154234328757,-9.592378902561064,2.465060232
gmm_rs,10,-0.1,2,17,0.7011431743225028,-9.593492431481108,1.040504071
gmm_hg,10,-0.1,2,17,0.7595416102805936,-9.59092653150888,1.990625926
gmm_shrunk,10,-0.1,2,17,0.5450798423560279,-9.757967329082504,0.0174488
gmm_ms_shrunk,10,-0.1,2,17,0.7783260194334579,-9.602263959681958,2.357426384
gmm_rs_shrunk,10,-0.1,2,17,0.6769226365059211,-9.607094200499711,1.048325426
gmm_hg_shrunk,10,-0.1,2,17,0.7665865950514353,-9.601281483895113,1.954629729
gmm_oas,10,-0.1,2,17,0.5087394358732208,-9.706648272441306,0.020976349
gmm_ms_oas,10,-0.1,2,17,0.760474927477171,-9.592757011621991,2.527826384
gmm_rs_oas,10,-0.1,2,17,0.7027843666942454,-9.593705619130867,1.091765409
gmm_hg_oas,10,-0.1,2,17,0.7682024518701965,-9.59227660451333,2.192917462
gmm_ledoitwolf,10,-0.1,2,17,0.4995092944505151,-9.7072560771002,0.024262187
gmm_ms_ledoitwolf,10,-0.1,2,17,0.7632115499300556,-9.59190968726481,2.894784596
gmm_rs_ledoitwolf,10,-0.1,2,17,0.7022620640850471,-9.593476985821248,1.243632966
gmm_hg_ledoitwolf,10,-0.1,2,17,0.7672281526754063,-9.590763526380293,2.431268593
kmeans,10,-0.1,2,18,0.6192187746450146,240329.541623615,0.007212737
kmeans_ms,10,-0.1,2,18,0.7608747257317277,199881.31707983057,3.370495196
kmeans_rs,10,-0.1,2,18,0.7589101107207427,199877.77374721243,2.125919056
kmeans_hg,10,-0.1,2,18,0.7645173769661977,199882.4791489857,3.246927522
gmm,10,-0.1,2,18,0.6677148271873502,-9.523688248985978,0.008095387
gmm_ms,10,-0.1,2,18,0.778197041743364,-9.495992135563455,2.650614174
gmm_rs,10,-0.1,2,18,0.6975077870981747,-9.49629749658649,1.149213393
gmm_hg,10,-0.1,2,18,0.7602700813128652,-9.497068658031788,1.839564667
gmm_shrunk,10,-0.1,2,18,0.6806026975791399,-9.535532639639918,0.006523719
gmm_ms_shrunk,10,-0.1,2,18,0.7778696493908478,-9.507256431169134,2.269513878
gmm_rs_shrunk,10,-0.1,2,18,0.784836241587949,-9.506095171685642,1.116529484
gmm_hg_shrunk,10,-0.1,2,18,0.7814489920763046,-9.506630087097815,1.835735525
gmm_oas,10,-0.1,2,18,0.6784804811383991,-9.524484938786001,0.007231513
gmm_ms_oas,10,-0.1,2,18,0.7787864553272749,-9.49621549056703,2.675371004
gmm_rs_oas,10,-0.1,2,18,0.780603601997147,-9.4959762687781,1.083593172
gmm_hg_oas,10,-0.1,2,18,0.7564525211236461,-9.497055346800968,2.051944138
gmm_ledoitwolf,10,-0.1,2,18,0.6747930281836209,-9.524443458366866,0.011003532
gmm_ms_ledoitwolf,10,-0.1,2,18,0.7762846183283163,-9.496095604329179,3.094071994
gmm_rs_ledoitwolf,10,-0.1,2,18,0.7691465984428265,-9.495657185699887,1.175916978
gmm_hg_ledoitwolf,10,-0.1,2,18,0.7527776218842451,-9.496322265662135,2.330648074
kmeans,10,-0.1,5,17,0.5811838624177915,535830.331476626,0.015822725
kmeans_ms,10,-0.1,5,17,0.6209179570870624,519910.89185073785,4.876679531
kmeans_rs,10,-0.1,5,17,0.6141865732160673,519873.70807613566,3.33584086
kmeans_hg,10,-0.1,5,17,0.6135405475880052,519898.3246116154,4.664828255
gmm,10,-0.1,5,17,0.6119682460574561,-20.282765679319294,0.038388354
gmm_ms,10,-0.1,5,17,0.6746200650994923,-20.27015038763541,5.598113122
gmm_rs,10,-0.1,5,17,0.5360253130610589,-20.244964294818075,2.72415621
gmm_hg,10,-0.1,5,17,0.6445888473693686,-20.26900863178751,3.922121869
gmm_shrunk,10,-0.1,5,17,0.6431229784897072,-20.346126076913468,0.037635829
gmm_ms_shrunk,10,-0.1,5,17,0.6970946731245589,-20.31999063213751,5.727642029
gmm_rs_shrunk,10,-0.1,5,17,0.7087281934639833,-20.31940608927374,2.294726429
gmm_hg_shrunk,10,-0.1,5,17,0.7037169976346461,-20.31971350928709,3.846638727
gmm_oas,10,-0.1,5,17,0.6246911306433995,-20.29510846960832,0.03340614
gmm_ms_oas,10,-0.1,5,17,0.709767843588871,-20.27356179548427,5.684668945
gmm_rs_oas,10,-0.1,5,17,0.6420907989998479,-20.281524362469405,2.28089266
gmm_hg_oas,10,-0.1,5,17,0.7067000959013993,-20.27285919011289,4.039942327
gmm_ledoitwolf,10,-0.1,5,17,0.6146669124153151,-20.293557885056696,0.043784189
gmm_ms_ledoitwolf,10,-0.1,5,17,0.7079714541375405,-20.271585861994637,7.297553364
gmm_rs_ledoitwolf,10,-0.1,5,17,0.6189575726562474,-20.278559103708304,3.006724429
gmm_hg_ledoitwolf,10,-0.1,5,17,0.6815010156774083,-20.27092391672392,5.218203004
kmeans,10,-0.1,5,18,0.44538785722346486,612900.1107425173,0.024625917
kmeans_ms,10,-0.1,5,18,0.5760289861291908,587625.5716086767,4.837148153
kmeans_rs,10,-0.1,5,18,0.5760289861291908,587625.5716086767,2.726972492
kmeans_hg,10,-0.1,5,18,0.5760289861291908,587625.5716086767,3.668209057
gmm,10,-0.1,5,18,0.4629434574523466,-20.69575246646286,0.025044389
gmm_ms,10,-0.1,5,18,0.6255268028603925,-20.57165217979567,5.855052914
gmm_rs,10,-0.1,5,18,0.5432368331560604,-20.560774526870787,2.491033606
gmm_hg,10,-0.1,5,18,0.515086382954592,-20.460301335041294,4.891073466
gmm_shrunk,10,-0.1,5,18,0.588733030861402,-20.740258219654148,0.040665811
gmm_ms_shrunk,10,-0.1,5,18,0.6925191037693815,-20.69754792789811,5.62466218
gmm_rs_shrunk,10,-0.1,5,18,0.7035632594714103,-20.695000606937526,2.513285164
gmm_hg_shrunk,10,-0.1,5,18,0.7086182559819183,-20.695835485333173,4.063020212
gmm_oas,10,-0.1,5,18,0.4990141472456727,-20.695585840708883,0.02482193
gmm_ms_oas,10,-0.1,5,18,0.6794826914578589,-20.618879794815243,5.938547898
gmm_rs_oas,10,-0.1,5,18,0.5862172247351521,-20.621921174631904,2.359900483
gmm_hg_oas,10,-0.1,5,18,0.6350969866793801,-20.61447253881206,4.551828053
gmm_ledoitwolf,10,-0.1,5,18,0.4815150346954511,-20.696491680104273,0.029024312
gmm_ms_ledoitwolf,10,-0.1,5,18,0.6763526396166271,-20.61413883700448,8.049610025
gmm_rs_ledoitwolf,10,-0.1,5,18,0.6005486572663716,-20.60788532558204,3.142494217
gmm_hg_ledoitwolf,10,-0.1,5,18,0.6161238399538724,-20.603818387295107,5.475653838
kmeans,10,-0.1,10,17,0.5611103847177334,1.2952702687169793e6,0.018268916
kmeans_ms,10,-0.1,10,17,0.5637164947819945,1.294991594629449e6,5.19440463
kmeans_rs,10,-0.1,10,17,0.5620488760491885,1.2949958871514595e6,3.841994378
kmeans_hg,10,-0.1,10,17,0.5637164947819945,1.294991594629449e6,4.06077069
gmm,10,-0.1,10,17,0.47133120763260883,-39.36355089791326,0.115189383
gmm_ms,10,-0.1,10,17,0.4871446572886504,-39.07449394946239,10.819599835
gmm_rs,10,-0.1,10,17,0.2848190842484421,-38.40723364004175,7.881543772
gmm_hg,10,-0.1,10,17,0.32160919009609146,-38.681659183843706,9.446470511
gmm_shrunk,10,-0.1,10,17,0.5875257546245736,-39.578773253327995,0.055343578
gmm_ms_shrunk,10,-0.1,10,17,0.6917922756563971,-39.51182898513589,9.791095824
gmm_rs_shrunk,10,-0.1,10,17,0.7026540355969862,-39.50348718007442,3.534142091
gmm_hg_shrunk,10,-0.1,10,17,0.6353336191882186,-39.489525253281336,6.804341005
gmm_oas,10,-0.1,10,17,0.4906141011704889,-39.53257379472315,0.064081393
gmm_ms_oas,10,-0.1,10,17,0.656534231559586,-39.4211242562659,10.513542462
gmm_rs_oas,10,-0.1,10,17,0.4654687954757733,-39.399519789284284,3.45374209
gmm_hg_oas,10,-0.1,10,17,0.5727289571361748,-39.38506621289249,7.214087996
gmm_ledoitwolf,10,-0.1,10,17,0.48805551579376577,-39.557965371016685,0.08199611
gmm_ms_ledoitwolf,10,-0.1,10,17,0.670909612257583,-39.40538327003789,13.989027113
gmm_rs_ledoitwolf,10,-0.1,10,17,0.4565109457611275,-39.40126264458764,4.722712264
gmm_hg_ledoitwolf,10,-0.1,10,17,0.6475812176564057,-39.34712125672024,9.257281557
kmeans,10,-0.1,10,18,0.44801382681477664,1.322083465905912e6,0.014126868
kmeans_ms,10,-0.1,10,18,0.5038755341057788,1.306513075990304e6,5.606365975
kmeans_rs,10,-0.1,10,18,0.5088771139453444,1.3064304180302168e6,3.518554901
kmeans_hg,10,-0.1,10,18,0.5045490087509744,1.306519644846854e6,5.130938445
gmm,10,-0.1,10,18,0.5596857097805505,-39.14287912226954,0.045549058
gmm_ms,10,-0.1,10,18,0.48870767165323803,-38.62069749453937,12.212760945
